File,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD,HCLOC,HCWORD
C:\Users\Bobby\Desktop\HelloWorld\HelloWorld.java,146,132,95,18,14,0,0,0,0,0
